text,emotion,field
Implementing historical contexts was straightforward. I knew exactly what to do.,Confident,Literature
This is an interesting perspective on partial derivatives. How does it compare to others?,Curious,Mathematics
This error message in classical conditioning is completely useless. I am stuck.,Frustrated,Psychology
How do researchers solve the open problems in thermodynamic laws?,Curious,Physics
Can we apply matrix multiplication concepts to solve this other problem?,Curious,Mathematics
The professor's slides on enzyme kinetics are just walls of text. So uninteresting.,Bored,Chemistry
How does behavior modification scale to real-world datasets? I'd love to know more.,Curious,Psychology
Why do we need to memorize these phylogenetic trees formulas? It feels so pointless.,Bored,Biology
This is an interesting perspective on periodic trends. How does it compare to others?,Curious,Chemistry
Learning about consumer psychology feels like watching paint dry. Zero excitement.,Bored,Business
I am so frustrated with photosynthesis pathways. Nothing is working the way it should.,Frustrated,Biology
I have read this section on homeostasis three times and still don't understand it.,Confused,Biology
I keep getting confused when trying to apply the formula for personality traits.,Confused,Psychology
This error message in stress-strain analysis is completely useless. I am stuck.,Frustrated,Engineering
I'm interested in working on a research project related to action potentials.,Curious,Biology
Implementing character development was straightforward. I knew exactly what to do.,Confident,Literature
I keep getting confused when trying to apply the formula for post-colonial literature.,Confused,Literature
"This lecture on defense mechanisms is so dry, I'm falling asleep.",Bored,Psychology
The class on feedback control loops is moving at a snail's pace. I'm so disengaged.,Bored,Engineering
Why is the setup for rhetorical devices so incredibly difficult and poorly documented?,Frustrated,Literature
The professor's slides on immune response are just walls of text. So uninteresting.,Bored,Biology
This assignment on thermochemistry was simple. I finished it in ten minutes.,Confident,Chemistry
Why is the setup for ancient civilizations so incredibly difficult and poorly documented?,Frustrated,History
This covalent bonding homework is extremely monotonous. I can't stay focused.,Bored,Chemistry
"This lecture on mitosis and meiosis is so dry, I'm falling asleep.",Bored,Biology
I feel completely ready to explain eigenvalues and eigenvectors to anyone who is struggling.,Confident,Mathematics
The test on gradient descent was a breeze. I got a perfect score!,Confident,Computer Science
Why do we need to memorize these cost-benefit analysis formulas? It feels so pointless.,Bored,Business
How does market segmentation scale to real-world datasets? I'd love to know more.,Curious,Business
I'm completely lost on market segmentation. Can someone explain it in simple terms?,Confused,Business
I feel confident about my grasp of acid-base titration ahead of the midterm.,Confident,Chemistry
Why does genre conventions behave this way? It seems very counterintuitive.,Confused,Literature
I fully understand personality traits now and completed all the exercises easily!,Confident,Psychology
Implementing neurotransmitters was straightforward. I knew exactly what to do.,Confident,Psychology
I solved the entire periodic trends worksheet without looking at any hints.,Confident,Chemistry
What is the mathematical connection between defense mechanisms and other fields?,Curious,Psychology
What is the mathematical connection between quantum entanglement and other fields?,Curious,Physics
I've been listening to this talk on thematic analysis for an hour and nothing is happening.,Bored,Literature
The class on API routing is moving at a snail's pace. I'm so disengaged.,Bored,Computer Science
I am stuck on this symbolism question. The instructions are very unclear.,Confused,Literature
This lecture on gas laws was fascinating! Where can I read more about it?,Curious,Chemistry
The class on military strategies is moving at a snail's pace. I'm so disengaged.,Bored,History
I've been trying to solve this covalent bonding bug for hours and it's still failing!,Frustrated,Chemistry
Can we apply protein synthesis concepts to solve this other problem?,Curious,Biology
Can someone explain how thermochemistry works? I am totally confused.,Confused,Chemistry
I feel like throwing my laptop out the window. protein synthesis is so annoying.,Frustrated,Biology
I have followed every step of the Schrodinger equation tutorial and it still crashes.,Frustrated,Physics
I want to explore the history and development of microeconomic models theories.,Curious,Business
I have read this section on projectile motion three times and still don't understand it.,Confused,Physics
The lecture on protein synthesis went way too fast. I have no idea what's going on.,Confused,Biology
The class on classical conditioning is moving at a snail's pace. I'm so disengaged.,Bored,Psychology
"My solution for the regular expressions problem is clean, efficient, and working perfectly.",Confident,Computer Science
I'm really struggling to grasp the core concept of phylogenetic trees.,Confused,Biology
Why does perception thresholds behave this way? It seems very counterintuitive.,Confused,Psychology
Implementing social movements was straightforward. I knew exactly what to do.,Confident,History
Can we apply genre conventions concepts to solve this other problem?,Curious,Literature
This error message in historical sources is completely useless. I am stuck.,Frustrated,History
I solved the entire thermochemistry worksheet without looking at any hints.,Confident,Chemistry
I've been listening to this talk on organizational behavior for an hour and nothing is happening.,Bored,Business
Why is the setup for organic synthesis so incredibly difficult and poorly documented?,Frustrated,Chemistry
I don't see the relevance of Fourier series to real life. It is just empty theory.,Bored,Mathematics
The test on redox reactions was a breeze. I got a perfect score!,Confident,Chemistry
I'm completely lost on photosynthesis pathways. Can someone explain it in simple terms?,Confused,Biology
Can we apply stoichiometric calculations concepts to solve this other problem?,Curious,Chemistry
The class on colonialism is moving at a snail's pace. I'm so disengaged.,Bored,History
This material strength assignment is a nightmare. It is way too hard.,Frustrated,Engineering
I feel confident about my grasp of macroeconomics ahead of the midterm.,Confident,Business
How does financial accounting scale to real-world datasets? I'd love to know more.,Curious,Business
I feel confident about my grasp of rhetorical devices ahead of the midterm.,Confident,Literature
I'm really struggling to grasp the core concept of French Revolution.,Confused,History
Are there any advanced applications of periodic trends in modern industry?,Curious,Chemistry
I find structuralism incredibly tedious. It is just rote repetition.,Bored,Literature
The lecture on quantum entanglement went way too fast. I have no idea what's going on.,Confused,Physics
I have followed every step of the material strength tutorial and it still crashes.,Frustrated,Engineering
The class on Schrodinger equation is moving at a snail's pace. I'm so disengaged.,Bored,Physics
I'm making great progress in balance sheets. It's all clicking so fast.,Confident,Business
I'm interested in working on a research project related to ancient civilizations.,Curious,History
I have followed every step of the cellular respiration tutorial and it still crashes.,Frustrated,Biology
This compiler error in circuit simulation is driving me crazy! It makes no sense.,Frustrated,Engineering
I keep getting confused when trying to apply the formula for matrix multiplication.,Confused,Mathematics
What is the mathematical connection between portfolio optimization and other fields?,Curious,Business
This economic depressions assignment is a nightmare. It is way too hard.,Frustrated,History
The class on merge sort is moving at a snail's pace. I'm so disengaged.,Bored,Computer Science
What is the mathematical connection between natural selection and other fields?,Curious,Biology
I'm making great progress in mental health disorders. It's all clicking so fast.,Confident,Psychology
Why is the setup for API routing so incredibly difficult and poorly documented?,Frustrated,Computer Science
This fluid mechanics homework is extremely monotonous. I can't stay focused.,Bored,Engineering
This lecture on research ethics was fascinating! Where can I read more about it?,Curious,Psychology
I've mastered the core concepts of poetic meters. Bring on the advanced stuff!,Confident,Literature
I want to explore the history and development of cellular respiration theories.,Curious,Biology
Can someone explain how Docker containers works? I am totally confused.,Confused,Computer Science
I'm interested in working on a research project related to structuralism.,Curious,Literature
This is an interesting perspective on classical conditioning. How does it compare to others?,Curious,Psychology
The professor's slides on historical sources are just walls of text. So uninteresting.,Bored,History
"This lecture on ecological niches is so dry, I'm falling asleep.",Bored,Biology
I've mastered the core concepts of limits and continuity. Bring on the advanced stuff!,Confident,Mathematics
Implementing molecular orbitals was straightforward. I knew exactly what to do.,Confident,Chemistry
Why does political revolutions behave this way? It seems very counterintuitive.,Confused,History
"This lecture on colonialism is so dry, I'm falling asleep.",Bored,History
I've been listening to this talk on matrix multiplication for an hour and nothing is happening.,Bored,Mathematics
I want to explore the history and development of gravitational fields theories.,Curious,Physics
I have read this section on stress-strain analysis three times and still don't understand it.,Confused,Engineering
I find circuit simulation incredibly tedious. It is just rote repetition.,Bored,Engineering
Why is the setup for economic depressions so incredibly difficult and poorly documented?,Frustrated,History
"My solution for the natural selection problem is clean, efficient, and working perfectly.",Confident,Biology
I fully understand Docker containers now and completed all the exercises easily!,Confident,Computer Science
I've been trying to solve this historical contexts bug for hours and it's still failing!,Frustrated,Literature
I've mastered the core concepts of classical conditioning. Bring on the advanced stuff!,Confident,Psychology
I feel confident about my grasp of protein synthesis ahead of the midterm.,Confident,Biology
The test on special relativity was a breeze. I got a perfect score!,Confident,Physics
I'm interested in working on a research project related to memory retrieval.,Curious,Psychology
I've mastered the core concepts of colonialism. Bring on the advanced stuff!,Confident,History
This assignment on ancient civilizations was simple. I finished it in ten minutes.,Confident,History
I've mastered the core concepts of Schrodinger equation. Bring on the advanced stuff!,Confident,Physics
Why do we need to memorize these feedback control loops formulas? It feels so pointless.,Bored,Engineering
I have read this section on periodic trends three times and still don't understand it.,Confused,Chemistry
This defense mechanisms homework is extremely monotonous. I can't stay focused.,Bored,Psychology
This error message in nuclear fission is completely useless. I am stuck.,Frustrated,Physics
How does historical contexts scale to real-world datasets? I'd love to know more.,Curious,Literature
I don't get the relationship between these variables in vector spaces.,Confused,Mathematics
I have read this section on microeconomic models three times and still don't understand it.,Confused,Business
I want to explore the history and development of probability distributions theories.,Curious,Mathematics
I've mastered the core concepts of stoichiometric calculations. Bring on the advanced stuff!,Confident,Chemistry
The professor's slides on projectile motion are just walls of text. So uninteresting.,Bored,Physics
I have read this section on ancient civilizations three times and still don't understand it.,Confused,History
I'm making great progress in pointer references. It's all clicking so fast.,Confident,Computer Science
This lecture on circuit diagrams was fascinating! Where can I read more about it?,Curious,Physics
I've been trying to solve this renaissance art bug for hours and it's still failing!,Frustrated,History
I keep getting confused when trying to apply the formula for binary search trees.,Confused,Computer Science
I have read this section on API routing three times and still don't understand it.,Confused,Computer Science
I am so frustrated with API routing. Nothing is working the way it should.,Frustrated,Computer Science
Another lecture on stoichiometric calculations? I'd rather do anything else right now.,Bored,Chemistry
I'm interested in working on a research project related to immune response.,Curious,Biology
I'm interested in working on a research project related to SQL joins.,Curious,Computer Science
How does social influence scale to real-world datasets? I'd love to know more.,Curious,Psychology
I feel confident about my grasp of backpropagation ahead of the midterm.,Confident,Computer Science
The lecture on marketing strategies went way too fast. I have no idea what's going on.,Confused,Business
"This lecture on probability distributions is so dry, I'm falling asleep.",Bored,Mathematics
Can someone explain how chemical equilibrium works? I am totally confused.,Confused,Chemistry
This lecture on aerodynamics was fascinating! Where can I read more about it?,Curious,Engineering
This is an interesting perspective on spectroscopy. How does it compare to others?,Curious,Chemistry
This error message in industrialization is completely useless. I am stuck.,Frustrated,History
I want to explore the history and development of photosynthesis pathways theories.,Curious,Biology
I don't get the relationship between these variables in natural selection.,Confused,Biology
I've mastered the core concepts of financial accounting. Bring on the advanced stuff!,Confident,Business
I've spent the whole weekend on Schrodinger equation and made absolutely zero progress.,Frustrated,Physics
I don't understand the difference between these two algorithms in DNA replication.,Confused,Biology
Why do we need to memorize these social influence formulas? It feels so pointless.,Bored,Psychology
I don't understand the difference between these two algorithms in redox reactions.,Confused,Chemistry
Why do we need to memorize these cognitive dissonance formulas? It feels so pointless.,Bored,Psychology
Why does projectile motion behave this way? It seems very counterintuitive.,Confused,Physics
I feel completely ready to explain market segmentation to anyone who is struggling.,Confident,Business
This compiler error in integrals is driving me crazy! It makes no sense.,Frustrated,Mathematics
This compiler error in fluid mechanics is driving me crazy! It makes no sense.,Frustrated,Engineering
What is the mathematical connection between renaissance art and other fields?,Curious,History
Learning about geometric proofs feels like watching paint dry. Zero excitement.,Bored,Mathematics
I feel completely ready to explain merge sort to anyone who is struggling.,Confident,Computer Science
This lecture on historical contexts was fascinating! Where can I read more about it?,Curious,Literature
The professor's slides on ancient civilizations are just walls of text. So uninteresting.,Bored,History
I solved the entire thermodynamic cycles worksheet without looking at any hints.,Confident,Engineering
I fully understand merge sort now and completed all the exercises easily!,Confident,Computer Science
I've been trying to solve this developmental stages bug for hours and it's still failing!,Frustrated,Psychology
I don't get the relationship between these variables in colonialism.,Confused,History
What is the mathematical connection between geometric proofs and other fields?,Curious,Mathematics
I feel confident about my grasp of corporate finance ahead of the midterm.,Confident,Business
I'm interested in working on a research project related to developmental stages.,Curious,Psychology
The lecture on circuit simulation went way too fast. I have no idea what's going on.,Confused,Engineering
I am stuck on this phylogenetic trees question. The instructions are very unclear.,Confused,Biology
"My solution for the structural load calculations problem is clean, efficient, and working perfectly.",Confident,Engineering
I solved the entire regular expressions worksheet without looking at any hints.,Confident,Computer Science
I keep getting confused when trying to apply the formula for social influence.,Confused,Psychology
I've been trying to solve this aerodynamics bug for hours and it's still failing!,Frustrated,Engineering
What is the mathematical connection between thermochemistry and other fields?,Curious,Chemistry
I have followed every step of the fluid dynamics tutorial and it still crashes.,Frustrated,Physics
This is an interesting perspective on microeconomic models. How does it compare to others?,Curious,Business
Another lecture on organic synthesis? I'd rather do anything else right now.,Bored,Chemistry
The test on industrialization was a breeze. I got a perfect score!,Confident,History
I am stuck on this thematic analysis question. The instructions are very unclear.,Confused,Literature
Implementing rhetorical devices was straightforward. I knew exactly what to do.,Confident,Literature
Are there any advanced applications of circuit simulation in modern industry?,Curious,Engineering
I've mastered the core concepts of circuit simulation. Bring on the advanced stuff!,Confident,Engineering
Another lecture on DNA replication? I'd rather do anything else right now.,Bored,Biology
This compiler error in photosynthesis pathways is driving me crazy! It makes no sense.,Frustrated,Biology
The professor's slides on pointer references are just walls of text. So uninteresting.,Bored,Computer Science
I don't get the relationship between these variables in market segmentation.,Confused,Business
Another lecture on digital logic gates? I'd rather do anything else right now.,Bored,Engineering
I feel like throwing my laptop out the window. thematic analysis is so annoying.,Frustrated,Literature
I fully understand pointer references now and completed all the exercises easily!,Confident,Computer Science
Why is the setup for genre conventions so incredibly difficult and poorly documented?,Frustrated,Literature
I fully understand circuit simulation now and completed all the exercises easily!,Confident,Engineering
I'm curious to see what happens if we change the parameters in material strength.,Curious,Engineering
Why is the setup for thermodynamic laws so incredibly difficult and poorly documented?,Frustrated,Physics
I've been trying to solve this backpropagation bug for hours and it's still failing!,Frustrated,Computer Science
I'm interested in working on a research project related to CAD modeling.,Curious,Engineering
I'm making great progress in organizational behavior. It's all clicking so fast.,Confident,Business
I'm really struggling to grasp the core concept of literary analysis.,Confused,Literature
I'm completely lost on ecological niches. Can someone explain it in simple terms?,Confused,Biology
I have read this section on aerodynamics three times and still don't understand it.,Confused,Engineering
Can we apply fluid mechanics concepts to solve this other problem?,Curious,Engineering
I feel like throwing my laptop out the window. pointer references is so annoying.,Frustrated,Computer Science
I am so frustrated with circuit diagrams. Nothing is working the way it should.,Frustrated,Physics
Why do we need to memorize these Schrodinger equation formulas? It feels so pointless.,Bored,Physics
I solved the entire heat transfer equations worksheet without looking at any hints.,Confident,Engineering
I find redox reactions incredibly tedious. It is just rote repetition.,Bored,Chemistry
This electromagnetic induction homework is extremely monotonous. I can't stay focused.,Bored,Physics
Can we apply mental health disorders concepts to solve this other problem?,Curious,Psychology
"This lecture on differential equations is so dry, I'm falling asleep.",Bored,Mathematics
I've mastered the core concepts of genre conventions. Bring on the advanced stuff!,Confident,Literature
Implementing gene splicing was straightforward. I knew exactly what to do.,Confident,Biology
I don't understand the difference between these two algorithms in phylogenetic trees.,Confused,Biology
What is the mathematical connection between molecular orbitals and other fields?,Curious,Chemistry
I fully understand organic synthesis now and completed all the exercises easily!,Confident,Chemistry
I've been trying to solve this molecular orbitals bug for hours and it's still failing!,Frustrated,Chemistry
I find integrals incredibly tedious. It is just rote repetition.,Bored,Mathematics
The class on financial accounting is moving at a snail's pace. I'm so disengaged.,Bored,Business
This is an interesting perspective on enzyme kinetics. How does it compare to others?,Curious,Chemistry
Implementing stoichiometric calculations was straightforward. I knew exactly what to do.,Confident,Chemistry
I keep getting confused when trying to apply the formula for political revolutions.,Confused,History
This is an interesting perspective on financial accounting. How does it compare to others?,Curious,Business
"This lecture on structuralism is so dry, I'm falling asleep.",Bored,Literature
I'm curious to see what happens if we change the parameters in spectroscopy.,Curious,Chemistry
This lecture on economic depressions was fascinating! Where can I read more about it?,Curious,History
"My solution for the gas laws problem is clean, efficient, and working perfectly.",Confident,Chemistry
I am stuck on this enzyme kinetics question. The instructions are very unclear.,Confused,Chemistry
Another lecture on macroeconomics? I'd rather do anything else right now.,Bored,Business
Why does balance sheets behave this way? It seems very counterintuitive.,Confused,Business
The class on nuclear fission is moving at a snail's pace. I'm so disengaged.,Bored,Physics
I've been listening to this talk on portfolio optimization for an hour and nothing is happening.,Bored,Business
This perception thresholds homework is extremely monotonous. I can't stay focused.,Bored,Psychology
This error message in heat transfer equations is completely useless. I am stuck.,Frustrated,Engineering
This error message in portfolio optimization is completely useless. I am stuck.,Frustrated,Business
I feel confident about my grasp of political revolutions ahead of the midterm.,Confident,History
This supply chain logistics homework is extremely monotonous. I can't stay focused.,Bored,Business
Implementing ecological niches was straightforward. I knew exactly what to do.,Confident,Biology
Learning about social movements feels like watching paint dry. Zero excitement.,Bored,History
Can we apply metaphorical structures concepts to solve this other problem?,Curious,Literature
The test on thematic analysis was a breeze. I got a perfect score!,Confident,Literature
I'm making great progress in macroeconomics. It's all clicking so fast.,Confident,Business
I am so frustrated with partial derivatives. Nothing is working the way it should.,Frustrated,Mathematics
Implementing marketing strategies was straightforward. I knew exactly what to do.,Confident,Business
I want to explore the history and development of integrals theories.,Curious,Mathematics
I don't understand the difference between these two algorithms in organic synthesis.,Confused,Chemistry
I'm interested in working on a research project related to literary analysis.,Curious,Literature
I'm curious to see what happens if we change the parameters in memory allocation.,Curious,Computer Science
"My solution for the macroeconomics problem is clean, efficient, and working perfectly.",Confident,Business
The class on poetic meters is moving at a snail's pace. I'm so disengaged.,Bored,Literature
I'm completely lost on quantum entanglement. Can someone explain it in simple terms?,Confused,Physics
I am so frustrated with fluid dynamics. Nothing is working the way it should.,Frustrated,Physics
I am so frustrated with stress-strain analysis. Nothing is working the way it should.,Frustrated,Engineering
I am stuck on this integrals question. The instructions are very unclear.,Confused,Mathematics
This pointer references homework is extremely monotonous. I can't stay focused.,Bored,Computer Science
Why is the setup for political revolutions so incredibly difficult and poorly documented?,Frustrated,History
The professor's slides on quantum entanglement are just walls of text. So uninteresting.,Bored,Physics
I feel confident about my grasp of thermochemistry ahead of the midterm.,Confident,Chemistry
I am stuck on this fluid mechanics question. The instructions are very unclear.,Confused,Engineering
This is an interesting perspective on macroeconomics. How does it compare to others?,Curious,Business
"My solution for the feedback control loops problem is clean, efficient, and working perfectly.",Confident,Engineering
Are there any advanced applications of electromagnetic induction in modern industry?,Curious,Physics
This error message in thematic analysis is completely useless. I am stuck.,Frustrated,Literature
I have read this section on historical sources three times and still don't understand it.,Confused,History
What is the mathematical connection between fluid mechanics and other fields?,Curious,Engineering
I fully understand marketing strategies now and completed all the exercises easily!,Confident,Business
I feel like throwing my laptop out the window. regular expressions is so annoying.,Frustrated,Computer Science
I solved the entire military strategies worksheet without looking at any hints.,Confident,History
The lecture on portfolio optimization went way too fast. I have no idea what's going on.,Confused,Business
I am tired of getting stuck on basic syntax errors in neurotransmitters.,Frustrated,Psychology
Can we apply binary search trees concepts to solve this other problem?,Curious,Computer Science
I fully understand API routing now and completed all the exercises easily!,Confident,Computer Science
Learning about quantum entanglement feels like watching paint dry. Zero excitement.,Bored,Physics
I'm curious to see what happens if we change the parameters in circuit diagrams.,Curious,Physics
How do researchers solve the open problems in classical conditioning?,Curious,Psychology
I feel completely ready to explain protein synthesis to anyone who is struggling.,Confident,Biology
I've mastered the core concepts of organic synthesis. Bring on the advanced stuff!,Confident,Chemistry
"My solution for the eigenvalues and eigenvectors problem is clean, efficient, and working perfectly.",Confident,Mathematics
I'm really struggling to grasp the core concept of immune response.,Confused,Biology
The lecture on treaty negotiations went way too fast. I have no idea what's going on.,Confused,History
What is the mathematical connection between industrialization and other fields?,Curious,History
I've been listening to this talk on character development for an hour and nothing is happening.,Bored,Literature
Why is the setup for acid-base titration so incredibly difficult and poorly documented?,Frustrated,Chemistry
I find vector spaces incredibly tedious. It is just rote repetition.,Bored,Mathematics
I have followed every step of the historical sources tutorial and it still crashes.,Frustrated,History
I fully understand circuit diagrams now and completed all the exercises easily!,Confident,Physics
Can someone explain how microeconomic models works? I am totally confused.,Confused,Business
I have followed every step of the corporate finance tutorial and it still crashes.,Frustrated,Business
I've been trying to solve this circuit diagrams bug for hours and it's still failing!,Frustrated,Physics
I've been listening to this talk on supply chain logistics for an hour and nothing is happening.,Bored,Business
I'm making great progress in perception thresholds. It's all clicking so fast.,Confident,Psychology
Implementing macroeconomics was straightforward. I knew exactly what to do.,Confident,Business
Implementing phylogenetic trees was straightforward. I knew exactly what to do.,Confident,Biology
I've spent the whole weekend on military strategies and made absolutely zero progress.,Frustrated,History
This lecture on developmental stages was fascinating! Where can I read more about it?,Curious,Psychology
This compiler error in structuralism is driving me crazy! It makes no sense.,Frustrated,Literature
This compiler error in CAD modeling is driving me crazy! It makes no sense.,Frustrated,Engineering
This compiler error in projectile motion is driving me crazy! It makes no sense.,Frustrated,Physics
I've been trying to solve this thermochemistry bug for hours and it's still failing!,Frustrated,Chemistry
I don't see the relevance of cellular respiration to real life. It is just empty theory.,Bored,Biology
The class on recursion is moving at a snail's pace. I'm so disengaged.,Bored,Computer Science
Why does poetic meters behave this way? It seems very counterintuitive.,Confused,Literature
Can someone explain how material strength works? I am totally confused.,Confused,Engineering
This homeostasis homework is extremely monotonous. I can't stay focused.,Bored,Biology
Are there any advanced applications of genre conventions in modern industry?,Curious,Literature
The lecture on French Revolution went way too fast. I have no idea what's going on.,Confused,History
"My solution for the nuclear fission problem is clean, efficient, and working perfectly.",Confident,Physics
This thermodynamic cycles homework is extremely monotonous. I can't stay focused.,Bored,Engineering
Learning about defense mechanisms feels like watching paint dry. Zero excitement.,Bored,Psychology
I want to explore the history and development of material strength theories.,Curious,Engineering
I'm curious to see what happens if we change the parameters in thermodynamic laws.,Curious,Physics
Are there any advanced applications of geometric proofs in modern industry?,Curious,Mathematics
I don't understand the difference between these two algorithms in genre conventions.,Confused,Literature
I've been listening to this talk on protein synthesis for an hour and nothing is happening.,Bored,Biology
Can someone explain how signal processing works? I am totally confused.,Confused,Engineering
The lecture on natural selection went way too fast. I have no idea what's going on.,Confused,Biology
I'm really struggling to grasp the core concept of thermodynamic cycles.,Confused,Engineering
This assignment on developmental stages was simple. I finished it in ten minutes.,Confident,Psychology
This assignment on mitosis and meiosis was simple. I finished it in ten minutes.,Confident,Biology
Why is the setup for cost-benefit analysis so incredibly difficult and poorly documented?,Frustrated,Business
"This lecture on homeostasis is so dry, I'm falling asleep.",Bored,Biology
How does differential equations scale to real-world datasets? I'd love to know more.,Curious,Mathematics
I solved the entire memory retrieval worksheet without looking at any hints.,Confident,Psychology
The test on action potentials was a breeze. I got a perfect score!,Confident,Biology
I keep getting confused when trying to apply the formula for economic depressions.,Confused,History
I keep getting confused when trying to apply the formula for homeostasis.,Confused,Biology
Why do we need to memorize these defense mechanisms formulas? It feels so pointless.,Bored,Psychology
I've spent the whole weekend on Docker containers and made absolutely zero progress.,Frustrated,Computer Science
I've spent the whole weekend on signal processing and made absolutely zero progress.,Frustrated,Engineering
I've spent the whole weekend on immune response and made absolutely zero progress.,Frustrated,Biology
I want to explore the history and development of Schrodinger equation theories.,Curious,Physics
I fully understand post-colonial literature now and completed all the exercises easily!,Confident,Literature
I don't see the relevance of narrative voices to real life. It is just empty theory.,Bored,Literature
The class on binary search trees is moving at a snail's pace. I'm so disengaged.,Bored,Computer Science
I am so frustrated with aerodynamics. Nothing is working the way it should.,Frustrated,Engineering
This lecture on recursion was fascinating! Where can I read more about it?,Curious,Computer Science
Can someone explain how acid-base titration works? I am totally confused.,Confused,Chemistry
I don't get the relationship between these variables in fluid dynamics.,Confused,Physics
I've spent the whole weekend on poetic meters and made absolutely zero progress.,Frustrated,Literature
"My solution for the fluid mechanics problem is clean, efficient, and working perfectly.",Confident,Engineering
I don't get the relationship between these variables in Fourier series.,Confused,Mathematics
I am tired of getting stuck on basic syntax errors in corporate finance.,Frustrated,Business
I'm making great progress in ancient civilizations. It's all clicking so fast.,Confident,History
Why is the setup for aerodynamics so incredibly difficult and poorly documented?,Frustrated,Engineering
I'm completely lost on defense mechanisms. Can someone explain it in simple terms?,Confused,Psychology
I'm curious to see what happens if we change the parameters in ecological niches.,Curious,Biology
I am tired of getting stuck on basic syntax errors in circuit simulation.,Frustrated,Engineering
Learning about military strategies feels like watching paint dry. Zero excitement.,Bored,History
Why does eigenvalues and eigenvectors behave this way? It seems very counterintuitive.,Confused,Mathematics
I am stuck on this multithreading question. The instructions are very unclear.,Confused,Computer Science
I want to explore the history and development of covalent bonding theories.,Curious,Chemistry
I feel like throwing my laptop out the window. structuralism is so annoying.,Frustrated,Literature
The lecture on special relativity went way too fast. I have no idea what's going on.,Confused,Physics
I have read this section on redox reactions three times and still don't understand it.,Confused,Chemistry
I keep getting confused when trying to apply the formula for Fourier series.,Confused,Mathematics
I'm making great progress in merge sort. It's all clicking so fast.,Confident,Computer Science
The lecture on ecological niches went way too fast. I have no idea what's going on.,Confused,Biology
This social influence assignment is a nightmare. It is way too hard.,Frustrated,Psychology
I keep getting confused when trying to apply the formula for fluid mechanics.,Confused,Engineering
I've spent the whole weekend on organizational behavior and made absolutely zero progress.,Frustrated,Business
What is the mathematical connection between political revolutions and other fields?,Curious,History
I'm interested in working on a research project related to phylogenetic trees.,Curious,Biology
I feel like throwing my laptop out the window. organic synthesis is so annoying.,Frustrated,Chemistry
This API routing assignment is a nightmare. It is way too hard.,Frustrated,Computer Science
I am so frustrated with organic synthesis. Nothing is working the way it should.,Frustrated,Chemistry
I have read this section on DNA replication three times and still don't understand it.,Confused,Biology
I keep getting confused when trying to apply the formula for feedback control loops.,Confused,Engineering
Are there any advanced applications of special relativity in modern industry?,Curious,Physics
Another lecture on cognitive dissonance? I'd rather do anything else right now.,Bored,Psychology
This assignment on multithreading was simple. I finished it in ten minutes.,Confident,Computer Science
Another lecture on chemical equilibrium? I'd rather do anything else right now.,Bored,Chemistry
I find molecular orbitals incredibly tedious. It is just rote repetition.,Bored,Chemistry
"This lecture on immune response is so dry, I'm falling asleep.",Bored,Biology
I want to explore the history and development of immune response theories.,Curious,Biology
I fully understand portfolio optimization now and completed all the exercises easily!,Confident,Business
I want to explore the history and development of circuit diagrams theories.,Curious,Physics
I've been listening to this talk on chemical equilibrium for an hour and nothing is happening.,Bored,Chemistry
I'm really struggling to grasp the core concept of marketing strategies.,Confused,Business
I don't get the relationship between these variables in multithreading.,Confused,Computer Science
This assignment on heat transfer equations was simple. I finished it in ten minutes.,Confident,Engineering
I'm really struggling to grasp the core concept of eigenvalues and eigenvectors.,Confused,Mathematics
I find nuclear fission incredibly tedious. It is just rote repetition.,Bored,Physics
This lecture on memory retrieval was fascinating! Where can I read more about it?,Curious,Psychology
I feel completely ready to explain spectroscopy to anyone who is struggling.,Confident,Chemistry
Learning about memory retrieval feels like watching paint dry. Zero excitement.,Bored,Psychology
Are there any advanced applications of heat transfer equations in modern industry?,Curious,Engineering
I don't understand the difference between these two algorithms in cellular respiration.,Confused,Biology
I have read this section on special relativity three times and still don't understand it.,Confused,Physics
This assignment on API routing was simple. I finished it in ten minutes.,Confident,Computer Science
How do researchers solve the open problems in heat transfer equations?,Curious,Engineering
I'm completely lost on thermodynamic laws. Can someone explain it in simple terms?,Confused,Physics
The test on thermodynamic laws was a breeze. I got a perfect score!,Confident,Physics
Implementing covalent bonding was straightforward. I knew exactly what to do.,Confident,Chemistry
Another lecture on gravitational fields? I'd rather do anything else right now.,Bored,Physics
I keep getting confused when trying to apply the formula for ancient civilizations.,Confused,History
I'm really struggling to grasp the core concept of social influence.,Confused,Psychology
I'm interested in working on a research project related to character development.,Curious,Literature
I have followed every step of the mitosis and meiosis tutorial and it still crashes.,Frustrated,Biology
The lecture on linear transformations went way too fast. I have no idea what's going on.,Confused,Mathematics
The class on social influence is moving at a snail's pace. I'm so disengaged.,Bored,Psychology
I keep getting confused when trying to apply the formula for organic synthesis.,Confused,Chemistry
I've been trying to solve this projectile motion bug for hours and it's still failing!,Frustrated,Physics
This compiler error in action potentials is driving me crazy! It makes no sense.,Frustrated,Biology
Can someone explain how API routing works? I am totally confused.,Confused,Computer Science
I have followed every step of the immune response tutorial and it still crashes.,Frustrated,Biology
"My solution for the photosynthesis pathways problem is clean, efficient, and working perfectly.",Confident,Biology
The lecture on merge sort went way too fast. I have no idea what's going on.,Confused,Computer Science
I want to explore the history and development of geometric proofs theories.,Curious,Mathematics
